abdulla	oğlu	abdullayev	0.750000
adaları	qrupuna	daxildir	0.600000
adanın	mərkəzi	hissəsində	1.000000
adanın	sahəsi	təşkil	0.428571
adanın	sahəsi	uzunluğu	0.214286
adanın	uzunluğu	km	0.642857
adanın	uzunluğu	m	0.214286
adanın	şərqində	yerləşir	1.000000
adanın	ən	böyük	0.300000
adanın	ən	hündür	0.300000
adlandırmaq	daha	düzgün	0.750000
adlı	başqa	bir	0.666667
adlı	bir	qızı	0.084337
adlı	bir	şəxs	0.072289
adlı	bir	oğlu	0.060241
adlı	bir	əsər	0.060241
adlı	bir	qardaşı	0.036145
adlı	bir	qız	0.036145
adlı	debüt	albomu	1.000000
adlı	iki	oğlu	0.200000
adlı	ilk	şeiri	0.142857
adlı	ilk	hekayəsi	0.142857
adlı	oğlanları	vardı	0.750000
adlı	oğlu	vardı	0.515152
adlı	oğlu	olmuşdur	0.090909
adlı	oğlu	var	0.090909
adlı	oğulları	vardı	0.900000
adlı	qızları	vardı	0.666667
adlı	qızı	vardı	0.428571
adlı	sənədli	film	0.538462
adlı	yaşayış	məntəqəsi	0.666667
adlı	yerdə	məskunlaşması	0.375000
adlı	şəxs	tərəfindən	0.300000
adlı	şəxsin	adı	0.750000
adlı	şəxsə	məxsus	0.750000
adlı	əsərində	bu	0.333333
adında	bir	oğlu	0.210526
adının	mənşəyi	ilə	0.750000
aiddir	en	b	1.000000
ailə	həyatı	qurmuşdur	0.303030
ailə	həyatı	qurur	0.181818
ailə	həyatı	qurdu	0.090909
ailə	həyatı	qurub	0.090909
ailə	üzvləri	arasında	0.272727
ailənin	yeganə	övladı	0.750000
ailəsində	anadan	olmuşdur	0.608696
ailəsində	anadan	olub	0.275362
ailəsində	anadan	olmuşdu	0.057971
ailəsində	anadan	olmuş	0.043478
ailəsində	dünyaya	göz	0.526316
ailəsində	dünyaya	gəlib	0.263158
akademiyasının	fəxri	üzvü	1.000000
akademiyasının	həqiqi	üzvü	0.750000
akademiyasının	müxbir	üzvü	1.000000
aktı	nəticəsində	nəfər	0.769231
albomda	yer	alan	0.777778
alimlik	dərəcəsi	almışdır	0.812500
almaq	lazımdır	ki	1.000000
almaq	məqsədi	ilə	1.000000
almaq	və	ya	0.266667
almaq	üçün	istifadə	0.065217
almaq	üçün	onun	0.043478
almaq	üçün	bir	0.032609
almaq	üçün	təqdim	0.032609
almaq	üçün	yeni	0.032609
almaq	üçün	xammal	0.032609
altay	və	monqol	0.857143
aləminə	səyahət	bakı	0.750000
amerika	birləşmiş	ştatları	1.000000
amerika	və	avropa	0.230769
amil	kimi	qəbul	0.500000
ancaq	bir	neçə	0.222222
ancaq	bir	dəfə	0.111111
ancaq	bu	dəfə	0.046154
ancaq	buna	baxmayaraq	1.000000
ancaq	bunu	qəbul	0.375000
ancaq	ci	ildə	0.555556
ancaq	cü	ildə	1.000000
ancaq	daha	çox	0.750000
ancaq	heç	bir	0.600000
apardığı	elmi	tədqiqat	0.833333
aparıcı	elmi	işçisi	0.375000
aparıcı	elmi	işçi	0.375000
aparıcı	rol	oynayır	1.000000
aparılan	arxeoloji	qazıntılar	0.666667
arasında	baş	verən	0.682927
arasında	baş	vermiş	0.170732
arasında	bir	çox	0.230769
arasında	bir	əlaqə	0.115385
arasında	böyük	bir	0.400000
arasında	ci	yeri	0.272727
arasında	cu	yeri	0.750000
arasında	daha	çox	0.444444
arasında	diplomatik	əlaqələr	0.428571
arasında	diplomatik	əlaqələrin	0.428571
arasında	gedən	qarşıdurma	0.333333
arasında	hakimiyyət	uğrunda	1.000000
arasında	heç	bir	0.777778
arasında	i	yaş	0.666667
arasında	ilk	dəfə	0.571429
arasında	isu	qran	0.600000
arasında	mövcud	olan	0.666667
arasında	nəfər	şagird	1.000000
arasında	ola	bilir	0.600000
arasında	olan	bir	0.100000
arasında	qarşılıqlı	əlaqəni	0.300000
arasında	tez	tez	1.000000
arasında	uzun	müddət	0.750000
arasında	yer	alır	0.416667
arasında	yer	aldı	0.250000
arasında	şagird	və	1.000000
arasında	ən	çox	0.241379
arasında	ən	yaxşı	0.103448
arasında	ən	geniş	0.103448
artıq	ci	ildə	0.538462
artıq	ci	illərdə	0.307692
artıq	cü	ildə	1.000000
artıq	elmi	məqalənin	0.400000
artıq	həqiqi	hərbi	1.000000
artıq	məqalənin	müəllifidir	1.000000
artıq	xix	əsrin	0.600000
arxeologiya	və	etnoqrafiya	1.000000
asiya	sakit	okean	1.000000
asiya	və	afrika	0.172414
asiya	və	avropa	0.137931
asiya	və	qafqazda	0.137931
asiya	və	şimali	0.103448
atəşi	açıldı	və	1.000000
atəşə	tutan	terrorçular	0.428571
aydın	idi	ki	0.800000
aydın	oldu	ki	1.000000
aydın	olmuşdur	ki	1.000000
aydın	olur	ki	0.944444
